../../input/dataset/Dataset/images/Aeroplane/000000000081_1.png,../../input/dataset/Dataset/seg_mask/Aeroplane/000000000081_1.png,../../input/dataset/Dataset/complete_mask/Aeroplane/000000000081_1.png,../../input/dataset/Dataset/gt/Aeroplane/000000000081_1.png,Aeroplane
../../input/dataset/Dataset/images/Aeroplane/000000000081_2.png,../../input/dataset/Dataset/seg_mask/Aeroplane/000000000081_2.png,../../input/dataset/Dataset/complete_mask/Aeroplane/000000000081_2.png,../../input/dataset/Dataset/gt/Aeroplane/000000000081_2.png,Aeroplane
../../input/dataset/Dataset/images/Aeroplane/000000000540_1.png,../../input/dataset/Dataset/seg_mask/Aeroplane/000000000540_1.png,../../input/dataset/Dataset/complete_mask/Aeroplane/000000000540_1.png,../../input/dataset/Dataset/gt/Aeroplane/000000000540_1.png,Aeroplane
../../input/dataset/Dataset/images/Aeroplane/000000000540_2.png,../../input/dataset/Dataset/seg_mask/Aeroplane/000000000540_2.png,../../input/dataset/Dataset/complete_mask/Aeroplane/000000000540_2.png,../../input/dataset/Dataset/gt/Aeroplane/000000000540_2.png,Aeroplane
../../input/dataset/Dataset/images/Aeroplane/000000001232_1.png,../../input/dataset/Dataset/seg_mask/Aeroplane/000000001232_1.png,../../input/dataset/Dataset/complete_mask/Aeroplane/000000001232_1.png,../../input/dataset/Dataset/gt/Aeroplane/000000001232_1.png,Aeroplane
../../input/dataset/Dataset/images/Aeroplane/000000001232_2.png,../../input/dataset/Dataset/seg_mask/Aeroplane/000000001232_2.png,../../input/dataset/Dataset/complete_mask/Aeroplane/000000001232_2.png,../../input/dataset/Dataset/gt/Aeroplane/000000001232_2.png,Aeroplane
../../input/dataset/Dataset/images/Aeroplane/000000001611_1.png,../../input/dataset/Dataset/seg_mask/Aeroplane/000000001611_1.png,../../input/dataset/Dataset/complete_mask/Aeroplane/000000001611_1.png,../../input/dataset/Dataset/gt/Aeroplane/000000001611_1.png,Aeroplane
../../input/dataset/Dataset/images/Aeroplane/000000001611_2.png,../../input/dataset/Dataset/seg_mask/Aeroplane/000000001611_2.png,../../input/dataset/Dataset/complete_mask/Aeroplane/000000001611_2.png,../../input/dataset/Dataset/gt/Aeroplane/000000001611_2.png,Aeroplane
../../input/dataset/Dataset/images/Aeroplane/000000002280_1.png,../../input/dataset/Dataset/seg_mask/Aeroplane/000000002280_1.png,../../input/dataset/Dataset/complete_mask/Aeroplane/000000002280_1.png,../../input/dataset/Dataset/gt/Aeroplane/000000002280_1.png,Aeroplane
../../input/dataset/Dataset/images/Aeroplane/000000002280_2.png,../../input/dataset/Dataset/seg_mask/Aeroplane/000000002280_2.png,../../input/dataset/Dataset/complete_mask/Aeroplane/000000002280_2.png,../../input/dataset/Dataset/gt/Aeroplane/000000002280_2.png,Aeroplane
../../input/dataset/Dataset/images/Aeroplane/000000005991_1.png,../../input/dataset/Dataset/seg_mask/Aeroplane/000000005991_1.png,../../input/dataset/Dataset/complete_mask/Aeroplane/000000005991_1.png,../../input/dataset/Dataset/gt/Aeroplane/000000005991_1.png,Aeroplane
../../input/dataset/Dataset/images/Aeroplane/000000005991_2.png,../../input/dataset/Dataset/seg_mask/Aeroplane/000000005991_2.png,../../input/dataset/Dataset/complete_mask/Aeroplane/000000005991_2.png,../../input/dataset/Dataset/gt/Aeroplane/000000005991_2.png,Aeroplane
../../input/dataset/Dataset/images/Aeroplane/000000006560_1.png,../../input/dataset/Dataset/seg_mask/Aeroplane/000000006560_1.png,../../input/dataset/Dataset/complete_mask/Aeroplane/000000006560_1.png,../../input/dataset/Dataset/gt/Aeroplane/000000006560_1.png,Aeroplane
../../input/dataset/Dataset/images/Aeroplane/000000006560_2.png,../../input/dataset/Dataset/seg_mask/Aeroplane/000000006560_2.png,../../input/dataset/Dataset/complete_mask/Aeroplane/000000006560_2.png,../../input/dataset/Dataset/gt/Aeroplane/000000006560_2.png,Aeroplane
../../input/dataset/Dataset/images/Aeroplane/000000007567_1.png,../../input/dataset/Dataset/seg_mask/Aeroplane/000000007567_1.png,../../input/dataset/Dataset/complete_mask/Aeroplane/000000007567_1.png,../../input/dataset/Dataset/gt/Aeroplane/000000007567_1.png,Aeroplane
../../input/dataset/Dataset/images/Aeroplane/000000007567_2.png,../../input/dataset/Dataset/seg_mask/Aeroplane/000000007567_2.png,../../input/dataset/Dataset/complete_mask/Aeroplane/000000007567_2.png,../../input/dataset/Dataset/gt/Aeroplane/000000007567_2.png,Aeroplane
../../input/dataset/Dataset/images/Aeroplane/000000008138_1.png,../../input/dataset/Dataset/seg_mask/Aeroplane/000000008138_1.png,../../input/dataset/Dataset/complete_mask/Aeroplane/000000008138_1.png,../../input/dataset/Dataset/gt/Aeroplane/000000008138_1.png,Aeroplane
../../input/dataset/Dataset/images/Aeroplane/000000008138_2.png,../../input/dataset/Dataset/seg_mask/Aeroplane/000000008138_2.png,../../input/dataset/Dataset/complete_mask/Aeroplane/000000008138_2.png,../../input/dataset/Dataset/gt/Aeroplane/000000008138_2.png,Aeroplane
../../input/dataset/Dataset/images/Aeroplane/000000011299_1.png,../../input/dataset/Dataset/seg_mask/Aeroplane/000000011299_1.png,../../input/dataset/Dataset/complete_mask/Aeroplane/000000011299_1.png,../../input/dataset/Dataset/gt/Aeroplane/000000011299_1.png,Aeroplane
../../input/dataset/Dataset/images/Aeroplane/000000011299_2.png,../../input/dataset/Dataset/seg_mask/Aeroplane/000000011299_2.png,../../input/dataset/Dataset/complete_mask/Aeroplane/000000011299_2.png,../../input/dataset/Dataset/gt/Aeroplane/000000011299_2.png,Aeroplane
../../input/dataset/Dataset/images/Aeroplane/000000011347_1.png,../../input/dataset/Dataset/seg_mask/Aeroplane/000000011347_1.png,../../input/dataset/Dataset/complete_mask/Aeroplane/000000011347_1.png,../../input/dataset/Dataset/gt/Aeroplane/000000011347_1.png,Aeroplane
../../input/dataset/Dataset/images/Aeroplane/000000011347_2.png,../../input/dataset/Dataset/seg_mask/Aeroplane/000000011347_2.png,../../input/dataset/Dataset/complete_mask/Aeroplane/000000011347_2.png,../../input/dataset/Dataset/gt/Aeroplane/000000011347_2.png,Aeroplane
../../input/dataset/Dataset/images/Aeroplane/000000011474_1.png,../../input/dataset/Dataset/seg_mask/Aeroplane/000000011474_1.png,../../input/dataset/Dataset/complete_mask/Aeroplane/000000011474_1.png,../../input/dataset/Dataset/gt/Aeroplane/000000011474_1.png,Aeroplane
../../input/dataset/Dataset/images/Aeroplane/000000011474_2.png,../../input/dataset/Dataset/seg_mask/Aeroplane/000000011474_2.png,../../input/dataset/Dataset/complete_mask/Aeroplane/000000011474_2.png,../../input/dataset/Dataset/gt/Aeroplane/000000011474_2.png,Aeroplane
../../input/dataset/Dataset/images/Aeroplane/000000017675.png,../../input/dataset/Dataset/seg_mask/Aeroplane/000000017675.png,../../input/dataset/Dataset/complete_mask/Aeroplane/000000017675.png,../../input/dataset/Dataset/gt/Aeroplane/000000017675.png,Aeroplane
